member,item
1837,"rolls/buns,meat,bottled beer,citrus fruit,pip fruit,pot plants,root vegetables,domestic eggs,yogurt,long life bakery product,roll products ,fruit/vegetable juice"
1838,"tropical fruit,pork,other vegetables,pip fruit,photo/film,hard cheese,ice cream,salty snack,canned beer,chocolate"
1839,"meat,pork,pastry,berries,newspapers,herbs,whipped/sour cream,waffles,bottled beer,zwieback,napkins"
1840,"misc. beverages,tropical fruit,grapes,brown bread,instant coffee"
1841,"pip fruit,margarine,soft cheese,sugar"
1842,"root vegetables,vinegar,root vegetables,cream cheese ,newspapers,butter milk"
1843,"bottled beer,other vegetables,sausage,soda,root vegetables,chicken,semi-finished bread,domestic eggs,tea"
1844,"frankfurter,UHT-milk,root vegetables,pip fruit,other vegetables,pip fruit,citrus fruit,salty snack,specialty chocolate,grapes,chewing gum,pastry,pastry,yogurt,canned fruit"
1845,"onions,other vegetables,whole milk,rolls/buns,root vegetables,margarine,mayonnaise"
1846,"rolls/buns,sausage,sausage,pork,frankfurter,bottled water,oil,mustard,misc. beverages,bottled beer,root vegetables,bottled beer"
1847,"dessert,organic sausage,canned beer,root vegetables,rolls/buns,semi-finished bread,rolls/buns,newspapers,butter"
1848,"sauces,hamburger meat,frankfurter,whole milk,frozen vegetables,whole milk,fruit/vegetable juice,soda"
1849,"pork,whole milk,rolls/buns,soda,butter,specialty bar,spread cheese,shopping bags"
1850,"citrus fruit,yogurt,tropical fruit,condensed milk,grapes,soda,hamburger meat,margarine"
1851,"berries,other vegetables,curd,whole milk,mayonnaise,root vegetables,flour,other vegetables,beverages,ready soups"
1852,"tropical fruit,soda,whole milk,cake bar,chocolate,fruit/vegetable juice,whole milk,shopping bags,canned beer,Instant food products"
1853,"beef,chicken,hygiene articles,citrus fruit,ice cream,butter milk,bottled water,fruit/vegetable juice,candy"
1854,"other vegetables,bottled water,newspapers,frozen fish,newspapers,soft cheese"
1855,"ham,chicken,hamburger meat,hamburger meat,other vegetables,canned beer,whole milk,frozen vegetables,margarine,salty snack,skin care,whipped/sour cream,domestic eggs"
1856,"root vegetables,frankfurter,chocolate,newspapers,tropical fruit,curd,whole milk,rolls/buns"
1857,"pip fruit,pork,long life bakery product,pip fruit,chocolate"
1858,"packaged fruit/vegetables,pastry,yogurt,butter milk,hygiene articles"
1859,"canned beer,root vegetables,tropical fruit,soda,beef,meat,butter milk,chewing gum,root vegetables,soda,softener"
1860,"soda,sausage,semi-finished bread,rolls/buns"
1861,"citrus fruit,pip fruit,roll products ,other vegetables,bottled water"
1862,"beef,pork,seasonal products,butter,other vegetables,napkins,oil,seasonal products,soda,domestic eggs,liquor (appetizer),coffee,cookware,long life bakery product,pasta"
1863,"tropical fruit,tropical fruit,pork,UHT-milk,bottled beer,cream cheese ,beverages,UHT-milk,rice,newspapers,seasonal products,newspapers,butter milk,bottled water"
1864,"finished products,pip fruit,oil,whole milk,yogurt,butter,domestic eggs,softener"
1865,"other vegetables,margarine,ham,onions,ice cream,pip fruit,butter milk,dessert,oil,napkins,yogurt,bottled beer,white bread,brown bread"
1866,"chicken,pet care,whole milk,sausage,chocolate,roll products ,butter,specialty chocolate,pastry,pip fruit,bottled water,bottled water,whole milk,specialty chocolate,other vegetables,baking powder,candy,yogurt"
1867,"root vegetables,cream cheese ,butter,other vegetables,fruit/vegetable juice,yogurt,sweet spreads,frozen vegetables,newspapers,detergent,sliced cheese"
1868,"whole milk,ham,other vegetables,yogurt,fruit/vegetable juice,newspapers,chocolate"
1869,"root vegetables,sausage,root vegetables,oil,tropical fruit,whole milk,chewing gum,tropical fruit,misc. beverages,frozen fish,brown bread"
1870,"onions,pork,hamburger meat,waffles,liquor (appetizer),citrus fruit,whole milk,ice cream,soda,soda,other vegetables,popcorn,other vegetables,yogurt,rolls/buns,baking powder,sliced cheese,brown bread,fruit/vegetable juice,brown bread,specialty chocolate,bottled water,rolls/buns,napkins,shopping bags"
1871,"tropical fruit,cream cheese "
1872,"other vegetables,misc. beverages,tropical fruit,whole milk,whole milk,berries,onions,fruit/vegetable juice,whole milk,yogurt"
1873,"sausage,frankfurter,yogurt,sausage,red/blush wine,pastry"
1874,"mustard,frozen vegetables,frankfurter,citrus fruit,sugar,yogurt,other vegetables,pastry,baking powder"
1875,"coffee,bottled water,butter milk,berries,oil"
1876,"tropical fruit,frozen meals"
1877,"rolls/buns,soda,bottled water,shopping bags,flour,butter,whipped/sour cream,brown bread,whole milk,waffles,cake bar"
1878,"citrus fruit,brown bread,sausage,sausage,curd,chicken,rolls/buns,root vegetables,shopping bags,whole milk,yogurt,onions,soda,UHT-milk,liquor,canned beer,dessert,soda,candy,soups,misc. beverages"
1879,"whole milk,chocolate,whole milk,yogurt,other vegetables,dessert,sugar,rolls/buns"
1880,"bottled beer,other vegetables,soda,red/blush wine"
1881,"root vegetables,beverages,soda,root vegetables,domestic eggs,bottled water,oil,bottled water,whipped/sour cream,frozen dessert,baking powder"
1882,"chicken,fish,other vegetables,root vegetables,chocolate,grapes"
1883,"frankfurter,meat,frankfurter,pork,butter milk,whole milk,whole milk,butter,dishes,misc. beverages"
1884,"frankfurter,root vegetables,chicken,rolls/buns,frankfurter,frozen potato products,other vegetables,onions,coffee,long life bakery product,domestic eggs,UHT-milk"
1885,"butter milk,turkey,artif. sweetener,bottled water,other vegetables,waffles,specialty bar,butter milk,butter,bottled water,soda"
1886,"canned beer,curd,rolls/buns,chocolate marshmallow"
1887,"soda,tropical fruit,sausage,bottled water,fruit/vegetable juice,pork,yogurt,oil,condensed milk,yogurt,citrus fruit,root vegetables,berries,whole milk,yogurt,whole milk,bottled beer,whipped/sour cream,napkins,frozen vegetables,rolls/buns,waffles"
1888,"ham,ham,frankfurter,yogurt,chicken,beef,whole milk,sliced cheese,whipped/sour cream,whole milk,pastry,butter milk,yogurt,waffles"
1889,"onions,ham,beef,beef,herbs,root vegetables,ketchup,whole milk,long life bakery product,UHT-milk,chicken,berries,sweet spreads,canned beer,root vegetables,rolls/buns,soups,candles"
1890,"berries,liquor,pork,curd,specialty chocolate,flour,roll products ,rice"
1891,"whole milk,bottled water,hygiene articles,UHT-milk,candy,white bread"
1892,"grapes,margarine,whole milk,other vegetables,shopping bags,butter,citrus fruit,honey,citrus fruit,yogurt,specialty bar,canned beer,pastry,waffles,oil"
1893,"hamburger meat,beef,yogurt,salt,salty snack,root vegetables,fruit/vegetable juice,margarine"
1894,"curd,other vegetables,hamburger meat,frozen potato products,root vegetables,soda,soda,whole milk,citrus fruit,waffles,cream cheese ,soda,semi-finished bread,napkins"
1895,"frankfurter,butter milk,other vegetables,onions,bottled water,hard cheese,canned beer,whipped/sour cream,soups,soft cheese,onions,specialty cheese,long life bakery product"
1896,"brown bread,sugar,butter,pip fruit,soda,beef,citrus fruit,dish cleaner,domestic eggs,newspapers,light bulbs,yogurt"
1897,"pork,sausage,candles,root vegetables,brown bread,other vegetables,cream cheese ,rolls/buns"
1898,"rum,sugar"
1899,"long life bakery product,pastry,soda,other vegetables,butter milk,liquor,fruit/vegetable juice,brown bread,dessert,shopping bags,Instant food products,chewing gum"
1900,"hamburger meat,other vegetables,pip fruit,liquor,yogurt,soda,bottled beer,vinegar,shopping bags,long life bakery product"
1901,"citrus fruit,yogurt,citrus fruit,rolls/buns,berries,tropical fruit,whole milk,butter,zwieback,brown bread,newspapers,chocolate"
1902,"chicken,pork,shopping bags,butter,ice cream,whipped/sour cream,yogurt"
1903,"bottled water,canned beer,whole milk,chicken,other vegetables,tropical fruit,dish cleaner,ketchup,sweet spreads,margarine"
1904,"whole milk,napkins,newspapers,yogurt,soda,other vegetables"
1905,"other vegetables,fruit/vegetable juice,sugar,soda,ham,tropical fruit,sausage,photo/film,cat food,seasonal products,seasonal products,sausage,other vegetables,onions,whole milk,butter,domestic eggs,cream cheese ,butter,soups,candy,chewing gum,shopping bags,seasonal products,cream cheese ,yogurt"
1907,"sausage,hamburger meat,newspapers,rolls/buns,cream"
1908,"beef,ice cream,bottled beer,misc. beverages,frozen vegetables,pip fruit,pip fruit,whole milk,oil,female sanitary products,butter,bottled water,zwieback,soft cheese,fruit/vegetable juice,soda,mustard,canned beer,sauces,shopping bags"
1909,"sausage,sausage,chicken,sliced cheese,margarine,yogurt,salty snack"
1910,"yogurt,tropical fruit,sliced cheese,rolls/buns,salt,margarine,sugar,other vegetables,margarine,chocolate"
1911,"root vegetables,yogurt,tropical fruit,tropical fruit,shopping bags,pastry,newspapers"
1912,"bottled beer,misc. beverages,bottled water,dessert,pot plants,liquor (appetizer)"
1913,"finished products,pip fruit,pork,chicken,rolls/buns,curd,pork,curd,chocolate,male cosmetics,UHT-milk,whipped/sour cream,cat food,whole milk,soap,semi-finished bread"
1914,"tropical fruit,other vegetables,cereals,other vegetables,rolls/buns,dessert,root vegetables"
1915,"UHT-milk,brown bread,soda,coffee"
1916,"curd,pip fruit,citrus fruit,yogurt,fruit/vegetable juice,whole milk,domestic eggs"
1917,"chicken,pork,frankfurter,sausage,pastry,herbs,yogurt,red/blush wine,curd cheese,curd,whole milk"
1918,"beef,tropical fruit,meat,butter milk"
1919,"frozen potato products,soft cheese,soda,white wine"
1920,"whole milk,whole milk,seasonal products,citrus fruit,specialty fat,flour"
1921,"pip fruit,chocolate,turkey,salt,sliced cheese,root vegetables,tropical fruit,bottled water,rolls/buns,whipped/sour cream,napkins,napkins,chocolate,hygiene articles"
1922,"packaged fruit/vegetables,butter milk,sausage,chocolate,tropical fruit,whole milk,yogurt,pastry,other vegetables,beverages,pip fruit,curd cheese,other vegetables,whipped/sour cream,whipped/sour cream,root vegetables,bottled water,butter,sugar"
1923,"beverages,canned beer,beef,cream cheese ,meat,domestic eggs,whole milk,other vegetables,other vegetables,domestic eggs,pip fruit,tropical fruit"
1924,"brandy,root vegetables,sausage,white wine,other vegetables,root vegetables,rolls/buns,dessert,UHT-milk,semi-finished bread,cream cheese ,white bread,shopping bags,packaged fruit/vegetables"
1925,"brown bread,long life bakery product"
1926,"turkey,yogurt,frankfurter,whole milk,brown bread,root vegetables"
1927,"tropical fruit,rolls/buns,white wine,mayonnaise,oil,flour"
1928,"photo/film,citrus fruit,citrus fruit,bottled beer,canned beer,bottled water,pastry,newspapers,napkins"
1929,"chicken,rolls/buns,bottled water,other vegetables,finished products,berries,rolls/buns,butter,curd,pasta,soda,other vegetables,butter,yogurt,rolls/buns,pastry,yogurt,candy,soda,newspapers,citrus fruit"
1930,"tropical fruit,pork,tropical fruit,ham,finished products,bottled water,soda,mayonnaise,candy,specialty bar,UHT-milk,soda,fruit/vegetable juice"
1931,"beef,chocolate,sliced cheese,chicken,whole milk,pip fruit,other vegetables,other vegetables,bottled water,oil,chocolate,soft cheese,bottled water,brown bread,pastry,salt"
1932,"yogurt,sausage,chewing gum,whole milk,chocolate,specialty chocolate,tropical fruit,citrus fruit,zwieback,whole milk,UHT-milk,pip fruit,tropical fruit,onions,bottled beer,cat food,fruit/vegetable juice,other vegetables,oil,bottled water"
1933,"tropical fruit,white bread"
1934,"soda,tropical fruit,tropical fruit,yogurt,bottled beer,grapes,sausage,grapes,pip fruit,napkins,fruit/vegetable juice,beverages,rolls/buns,yogurt,curd,other vegetables,whipped/sour cream,root vegetables,sugar"
1935,"mayonnaise,pip fruit,other vegetables,newspapers,frozen vegetables,tropical fruit,sweet spreads,margarine,whole milk,yogurt,processed cheese"
1936,"rolls/buns,other vegetables,berries,dishes,newspapers,meat spreads"
1937,"whole milk,citrus fruit,other vegetables,sugar,whole milk,canned beer,newspapers,pip fruit,spread cheese,popcorn,specialty bar,whipped/sour cream,baking powder"
1938,"pork,tropical fruit,soda,tropical fruit,rolls/buns,specialty bar,bottled water,pastry,whole milk,butter"
1939,"tropical fruit,root vegetables,coffee,coffee,frozen vegetables,rolls/buns,whole milk,sliced cheese,tropical fruit,newspapers,yogurt,whipped/sour cream,shopping bags,long life bakery product"
1940,"chewing gum,whole milk,beef,hygiene articles,beef,rolls/buns,chocolate,chocolate,yogurt,domestic eggs,soft cheese"
1941,"napkins,whole milk,other vegetables,rolls/buns,pot plants"
1942,"hamburger meat,pip fruit,onions,frozen vegetables"
1943,"frankfurter,bottled water,hamburger meat,chicken,tropical fruit,canned beer,UHT-milk,whole milk,cocoa drinks,onions,liquor,other vegetables,whole milk,whole milk,canned fruit,UHT-milk,potato products,UHT-milk,canned fish,bottled beer"
1944,"whole milk,pork,whipped/sour cream,cake bar"
1945,"canned beer,chocolate,curd,bottled water,oil,yogurt,whole milk,whipped/sour cream,hamburger meat,tropical fruit,other vegetables,fruit/vegetable juice,whipped/sour cream,other vegetables"
1946,"cream cheese ,pastry,dessert,meat,whole milk,whole milk,candy,shopping bags,whipped/sour cream,onions,cooking chocolate,shopping bags"
1947,"canned beer,whole milk,whole milk,other vegetables,berries,bottled beer,specialty chocolate,margarine,white bread"
1948,"whole milk,baking powder,frankfurter,yogurt,citrus fruit,whole milk,other vegetables,bottled water,pet care,pip fruit,yogurt,dessert,soda,yogurt,whole milk,other vegetables,hamburger meat,frozen vegetables,herbs,margarine,UHT-milk,pastry"
1949,"canned beer,whole milk,ham,soda,rolls/buns,soda,tropical fruit,berries,napkins,salt,frozen vegetables,semi-finished bread,cat food,napkins,candy"
1950,"other vegetables,sausage,other vegetables,other vegetables,sliced cheese,frozen vegetables,whole milk,dessert,rolls/buns,sugar"
1951,"herbs,frozen fish,rolls/buns,curd,napkins,bottled beer"
1952,"tropical fruit,finished products,pork,onions,canned beer,pasta,tropical fruit,soda,hygiene articles,pastry"
1953,"beef,whole milk,pet care,citrus fruit"
1954,"shopping bags,pork,hamburger meat,processed cheese,canned fish,whole milk,onions,coffee,dishes,bottled beer,canned beer"
1955,"sausage,rolls/buns,soda,rolls/buns,yogurt,cereals,shopping bags,napkins"
1956,"nut snack,butter"
1957,"processed cheese,root vegetables,root vegetables,berries"
1958,"hamburger meat,berries,other vegetables,liquor,cream cheese ,whole milk,artif. sweetener"
1959,"fruit/vegetable juice,citrus fruit,pastry,whole milk,tropical fruit,hamburger meat,root vegetables,pip fruit,pastry,soft cheese,other vegetables,root vegetables,yogurt,semi-finished bread,specialty chocolate,softener,rolls/buns,pot plants,bottled water"
1960,"chicken,rolls/buns,yogurt,pastry"
1961,"other vegetables,brown bread,citrus fruit,tropical fruit,dish cleaner,rolls/buns,rolls/buns,yogurt,frozen vegetables,sugar,other vegetables,frozen vegetables"
1962,"tropical fruit,other vegetables,sausage,pork,citrus fruit,tropical fruit,frozen meals,soda,hygiene articles,rolls/buns"
1963,"yogurt,citrus fruit"
1964,"shopping bags,tropical fruit,pip fruit,soda,pickled vegetables,other vegetables,hygiene articles,brown bread,domestic eggs,hard cheese"
1965,"hamburger meat,other vegetables,chewing gum,yogurt"
1966,"other vegetables,other vegetables,vinegar,rolls/buns,whole milk,cream cheese ,canned beer,meat spreads,white bread,grapes,hard cheese,bottled water,white bread,yogurt,specialty cheese,frozen vegetables"
1967,"other vegetables,frankfurter,whole milk,sausage,whole milk,other vegetables,brown bread,onions,seasonal products,grapes,hard cheese,soda,fruit/vegetable juice,waffles,dental care"
1968,"zwieback,pastry,whole milk,hard cheese,whole milk,tropical fruit,citrus fruit,frozen meals,margarine,newspapers,rolls/buns"
1969,"sausage,citrus fruit,other vegetables,other vegetables,pork,other vegetables,citrus fruit,frozen vegetables,waffles,jam,rolls/buns,bottled beer,cat food,fruit/vegetable juice"
1970,"ham,soda,brown bread,pastry,curd,whole milk,citrus fruit,white bread,whipped/sour cream"
